Order ID,Customer ID,Order DateTime,Product Name,Category,Quantity,Price,City,Delivery Time (mins),Order Status
ORD1000,CUST260,2023-06-25 17:15:00,Potatoes,Vegetables,1,388.63,Kolkata,,Returned
ORD1001,CUST497,2023-09-15 11:24:00,Shampoo,Personal Care,1,272.92,Mumbai,,Returned
ORD1002,CUST217,2023-10-20 23:16:00,Bread,Bakery,4,123.2,Pune,82.9,Delivered
ORD1003,CUST434,2023-09-04 04:51:00,Butter,Dairy,4,425.03,Pune,41.54,Delivered
ORD1004,CUST354,2023-07-04 20:01:00,Bananas,Fruits,3,483.1,Kolkata,26.17,Delivered
ORD1005,CUST353,2023-06-05 20:27:00,Eggs,Dairy,5,85.51,Mumbai,26.82,Delivered
ORD1006,CUST360,2023-08-09 06:51:00,Shampoo,Personal Care,4,101.85,Delhi,72.19,Delivered
ORD1007,CUST363,2023-01-12 08:18:00,Apples,Fruits,1,471.95,Delhi,,Cancelled
ORD1008,CUST386,2023-06-10 03:51:00,Chicken,Meat,3,147.73,Pune,68.77,Delivered
ORD1009,CUST105,2023-08-23 19:49:00,Rice,Grains,1,365.25,Mumbai,,Returned
ORD1010,CUST239,2023-01-05 08:25:00,Milk,Dairy,2,240.9,Chennai,,Returned
ORD1011,CUST402,2023-05-16 18:18:00,Milk,Dairy,5,142.63,Hyderabad,26.48,Delivered
ORD1012,CUST491,2023-06-10 22:06:00,Rice,Grains,3,492.06,Hyderabad,65.72,Delivered
ORD1013,CUST257,2023-01-24 18:42:00,Shampoo,Personal Care,3,26.07,Bangalore,56.35,Delivered
ORD1014,CUST165,2023-09-27 05:50:00,Apples,Fruits,4,326.88,Chennai,86.23,Delivered
ORD1015,CUST185,2023-09-10 20:33:00,Fish,Meat,4,223.98,Hyderabad,24.78,Delivered
ORD1016,CUST484,2023-10-12 02:18:00,Tomatoes,Vegetables,4,376.61,Pune,60.82,Delivered
ORD1017,CUST438,2023-01-25 16:25:00,Bananas,Fruits,2,355.75,Mumbai,,Cancelled
ORD1018,CUST103,2023-04-22 11:57:00,Tomatoes,Vegetables,4,280.3,Kolkata,26.06,Delivered
ORD1019,CUST285,2023-09-21 07:43:00,Onions,Vegetables,1,436.45,Pune,84.69,Delivered
ORD1020,CUST383,2023-02-14 06:00:00,Toothpaste,Personal Care,5,119.86,Mumbai,25.7,Delivered
ORD1021,CUST171,2023-10-01 20:55:00,Potatoes,Vegetables,4,78.87,Chennai,65.28,Delivered
ORD1022,CUST248,2023-02-13 05:09:00,Eggs,Dairy,1,293.07,Kolkata,28.77,Delivered
ORD1023,CUST344,2023-05-27 22:31:00,Toothpaste,Personal Care,2,390.76,Delhi,67.83,Delivered
ORD1024,CUST334,2023-03-18 03:24:00,Fish,Meat,5,140.49,Chennai,63.16,Delivered
ORD1025,CUST381,2023-04-07 22:38:00,Shampoo,Personal Care,1,139.14,Hyderabad,23.45,Delivered
ORD1026,CUST392,2023-05-07 14:57:00,Fish,Meat,3,302.6,Kolkata,56.3,Delivered
ORD1027,CUST277,2023-04-22 01:43:00,Chicken,Meat,1,114.93,Hyderabad,50.09,Delivered
ORD1028,CUST477,2023-12-01 13:27:00,Milk,Dairy,4,321.45,Delhi,41.52,Delivered
ORD1029,CUST339,2023-01-17 09:50:00,Shampoo,Personal Care,2,103.87,Mumbai,25.51,Delivered
ORD1030,CUST108,2023-05-12 04:09:00,Onions,Vegetables,3,272.08,Hyderabad,77.85,Delivered
ORD1031,CUST163,2023-04-13 18:16:00,Tomatoes,Vegetables,4,417.4,Pune,,Returned
ORD1032,CUST423,2023-02-10 13:01:00,Chicken,Meat,5,178.15,Pune,65.39,Delivered
ORD1033,CUST397,2023-02-04 19:45:00,Onions,Vegetables,1,41.29,Kolkata,14.45,Delivered
ORD1034,CUST359,2023-09-02 21:52:00,Tomatoes,Vegetables,3,214.36,Hyderabad,,Cancelled
ORD1035,CUST415,2023-10-06 10:34:00,Butter,Dairy,5,495.06,Bangalore,35.29,Delivered
ORD1036,CUST324,2023-01-25 22:00:00,Milk,Dairy,4,440.59,Pune,12.22,Delivered
ORD1037,CUST272,2023-11-27 05:07:00,Apples,Fruits,4,319.35,Mumbai,73.75,Delivered
ORD1038,CUST357,2023-10-19 17:15:00,Toothpaste,Personal Care,2,273.73,Kolkata,23.45,Delivered
ORD1039,CUST242,2023-10-01 20:10:00,Milk,Dairy,4,67.67,Pune,86.92,Delivered
ORD1040,CUST282,2023-03-02 13:09:00,Tomatoes,Vegetables,2,312.24,Kolkata,46.8,Delivered
ORD1041,CUST111,2023-12-01 07:06:00,Toothpaste,Personal Care,3,365.08,Hyderabad,61.25,Delivered
ORD1042,CUST373,2023-09-13 15:45:00,Wheat Flour,Grains,1,259.33,Hyderabad,,Cancelled
ORD1043,CUST254,2023-01-26 17:54:00,Apples,Fruits,5,469.54,Chennai,27.83,Delivered
ORD1044,CUST285,2023-03-24 17:36:00,Tomatoes,Vegetables,5,383.8,Mumbai,,Returned
ORD1045,CUST123,2023-08-31 09:36:00,Potatoes,Vegetables,1,485.01,Mumbai,39.08,Delivered
ORD1046,CUST470,2023-04-15 17:21:00,Wheat Flour,Grains,2,110.97,Chennai,,Returned
ORD1047,CUST376,2023-03-28 16:30:00,Shampoo,Personal Care,4,353.32,Hyderabad,,Returned
ORD1048,CUST353,2023-10-24 22:42:00,Rice,Grains,2,490.38,Chennai,22.68,Delivered
ORD1049,CUST286,2023-10-09 15:13:00,Wheat Flour,Grains,1,356.08,Hyderabad,26.12,Delivered
ORD1050,CUST302,2023-09-13 00:42:00,Chicken,Meat,4,369.33,Delhi,30.35,Delivered
ORD1051,CUST416,2023-01-05 23:25:00,Toothpaste,Personal Care,3,328.28,Delhi,51.85,Delivered
ORD1052,CUST253,2023-01-25 01:54:00,Onions,Vegetables,2,325.06,Bangalore,37.23,Delivered
ORD1053,CUST141,2023-09-06 12:16:00,Butter,Dairy,4,368.07,Kolkata,30.94,Delivered
ORD1054,CUST445,2023-11-15 06:48:00,Potatoes,Vegetables,3,343.64,Hyderabad,54.39,Delivered
ORD1055,CUST106,2023-08-31 23:04:00,Wheat Flour,Grains,2,227.01,Bangalore,34.12,Delivered
ORD1056,CUST297,2023-12-24 13:13:00,Rice,Grains,2,377.56,Kolkata,56.93,Delivered
ORD1057,CUST408,2023-11-22 02:14:00,Shampoo,Personal Care,1,360.7,Bangalore,89.48,Delivered
ORD1058,CUST272,2023-02-04 16:22:00,Onions,Vegetables,4,205.52,Pune,48.57,Delivered
ORD1059,CUST322,2023-01-11 16:35:00,Chicken,Meat,2,155.0,Chennai,57.19,Delivered
ORD1060,CUST244,2023-08-25 22:24:00,Potatoes,Vegetables,5,472.97,Delhi,19.97,Delivered
ORD1061,CUST287,2023-04-07 11:53:00,Bread,Bakery,2,30.59,Mumbai,85.29,Delivered
ORD1062,CUST286,2023-01-02 06:45:00,Wheat Flour,Grains,5,209.15,Chennai,75.67,Delivered
ORD1063,CUST484,2023-03-29 10:29:00,Onions,Vegetables,3,73.89,Hyderabad,20.68,Delivered
ORD1064,CUST402,2023-03-09 21:07:00,Bananas,Fruits,5,453.81,Pune,53.6,Delivered
ORD1065,CUST346,2023-01-21 07:06:00,Bread,Bakery,1,397.9,Bangalore,86.21,Delivered
ORD1066,CUST418,2023-11-24 19:10:00,Bread,Bakery,4,382.08,Mumbai,20.44,Delivered
ORD1067,CUST275,2023-04-25 02:23:00,Milk,Dairy,4,294.22,Kolkata,34.04,Delivered
ORD1068,CUST299,2023-07-07 10:17:00,Shampoo,Personal Care,3,44.26,Bangalore,34.9,Delivered
ORD1069,CUST331,2023-10-08 00:29:00,Potatoes,Vegetables,5,236.79,Pune,34.64,Delivered
ORD1070,CUST230,2023-03-19 06:51:00,Butter,Dairy,2,88.06,Bangalore,45.28,Delivered
ORD1071,CUST359,2023-01-30 19:47:00,Butter,Dairy,4,264.89,Mumbai,42.38,Delivered
ORD1072,CUST410,2023-07-18 22:41:00,Milk,Dairy,1,253.38,Hyderabad,47.92,Delivered
ORD1073,CUST205,2023-03-04 11:21:00,Chicken,Meat,1,72.84,Hyderabad,,Returned
ORD1074,CUST432,2023-09-07 19:59:00,Potatoes,Vegetables,5,122.18,Bangalore,60.15,Delivered
ORD1075,CUST475,2023-12-06 05:03:00,Rice,Grains,4,346.71,Hyderabad,48.37,Delivered
ORD1076,CUST265,2023-06-20 12:39:00,Eggs,Dairy,1,271.64,Chennai,40.05,Delivered
ORD1077,CUST332,2023-07-19 20:49:00,Tomatoes,Vegetables,3,196.6,Kolkata,27.54,Delivered
ORD1078,CUST257,2023-09-26 10:40:00,Rice,Grains,4,44.33,Bangalore,14.89,Delivered
ORD1079,CUST447,2023-07-03 19:43:00,Eggs,Dairy,5,294.55,Bangalore,50.89,Delivered
ORD1080,CUST311,2023-09-08 06:24:00,Fish,Meat,2,298.94,Mumbai,32.63,Delivered
ORD1081,CUST487,2023-02-11 14:44:00,Potatoes,Vegetables,1,267.81,Kolkata,,Returned
ORD1082,CUST297,2023-05-20 23:05:00,Milk,Dairy,3,151.93,Chennai,,Cancelled
ORD1083,CUST104,2023-05-23 15:47:00,Chicken,Meat,1,82.12,Kolkata,32.08,Delivered
ORD1084,CUST339,2023-06-23 23:20:00,Potatoes,Vegetables,1,97.52,Bangalore,14.18,Delivered
ORD1085,CUST197,2023-03-28 20:18:00,Fish,Meat,4,131.64,Mumbai,,Returned
ORD1086,CUST155,2023-10-11 15:07:00,Apples,Fruits,5,268.43,Kolkata,16.97,Delivered
ORD1087,CUST239,2023-10-11 17:29:00,Wheat Flour,Grains,4,355.32,Delhi,71.79,Delivered
ORD1088,CUST208,2023-05-27 12:09:00,Milk,Dairy,2,299.06,Delhi,35.42,Delivered
ORD1089,CUST452,2023-03-02 12:35:00,Toothpaste,Personal Care,4,470.92,Mumbai,78.34,Delivered
ORD1090,CUST464,2023-10-23 23:46:00,Butter,Dairy,5,95.97,Delhi,46.48,Delivered
ORD1091,CUST454,2023-04-02 23:22:00,Tomatoes,Vegetables,5,68.92,Pune,,Cancelled
ORD1092,CUST302,2023-08-01 11:26:00,Potatoes,Vegetables,3,171.7,Bangalore,17.98,Delivered
ORD1093,CUST176,2023-02-05 00:23:00,Bread,Bakery,2,127.11,Hyderabad,17.93,Delivered
ORD1094,CUST375,2023-05-04 12:55:00,Butter,Dairy,5,51.05,Chennai,,Cancelled
ORD1095,CUST237,2023-07-02 12:27:00,Butter,Dairy,5,345.96,Kolkata,10.55,Delivered
ORD1096,CUST221,2023-02-14 18:25:00,Chicken,Meat,4,203.63,Hyderabad,28.94,Delivered
ORD1097,CUST355,2023-02-26 12:39:00,Butter,Dairy,3,246.63,Kolkata,72.09,Delivered
ORD1098,CUST197,2023-01-22 23:35:00,Bread,Bakery,1,459.16,Bangalore,73.69,Delivered
ORD1099,CUST385,2023-12-17 10:42:00,Wheat Flour,Grains,1,379.46,Delhi,80.26,Delivered
ORD1100,CUST206,2023-08-06 06:05:00,Wheat Flour,Grains,4,147.58,Hyderabad,,Cancelled
ORD1101,CUST161,2023-09-16 07:19:00,Fish,Meat,1,22.65,Kolkata,70.8,Delivered
ORD1102,CUST493,2023-05-22 12:08:00,Onions,Vegetables,5,472.41,Chennai,,Cancelled
ORD1103,CUST311,2023-03-18 14:42:00,Butter,Dairy,5,338.63,Delhi,72.56,Delivered
ORD1104,CUST463,2023-06-06 20:25:00,Milk,Dairy,5,342.31,Mumbai,26.6,Delivered
ORD1105,CUST112,2023-07-11 22:42:00,Bananas,Fruits,1,316.9,Chennai,76.83,Delivered
ORD1106,CUST128,2023-04-19 01:07:00,Milk,Dairy,2,23.75,Kolkata,,Returned
ORD1107,CUST394,2023-03-07 05:18:00,Bread,Bakery,5,331.4,Hyderabad,16.96,Delivered
ORD1108,CUST106,2023-04-14 08:35:00,Wheat Flour,Grains,2,36.46,Chennai,34.57,Delivered
ORD1109,CUST371,2023-04-01 02:01:00,Eggs,Dairy,4,133.49,Kolkata,31.07,Delivered
ORD1110,CUST215,2023-04-12 23:05:00,Toothpaste,Personal Care,2,203.8,Bangalore,20.17,Delivered
ORD1111,CUST331,2023-05-09 00:11:00,Potatoes,Vegetables,2,377.79,Mumbai,44.91,Delivered
ORD1112,CUST474,2023-07-04 13:29:00,Shampoo,Personal Care,4,24.12,Hyderabad,,Cancelled
ORD1113,CUST241,2023-05-08 19:50:00,Toothpaste,Personal Care,4,460.06,Hyderabad,,Returned
ORD1114,CUST457,2023-04-08 07:29:00,Apples,Fruits,5,170.31,Hyderabad,18.91,Delivered
ORD1115,CUST401,2023-07-27 18:46:00,Tomatoes,Vegetables,5,113.06,Bangalore,37.07,Delivered
ORD1116,CUST129,2023-02-21 23:10:00,Eggs,Dairy,5,174.44,Delhi,,Returned
ORD1117,CUST102,2023-09-19 06:16:00,Toothpaste,Personal Care,2,335.6,Delhi,31.66,Delivered
ORD1118,CUST385,2023-06-13 11:50:00,Toothpaste,Personal Care,4,498.05,Hyderabad,77.06,Delivered
ORD1119,CUST406,2023-12-05 09:24:00,Fish,Meat,2,228.79,Kolkata,71.7,Delivered
ORD1120,CUST395,2023-09-17 10:21:00,Potatoes,Vegetables,4,428.98,Chennai,69.33,Delivered
ORD1121,CUST469,2023-11-30 04:24:00,Onions,Vegetables,1,206.11,Mumbai,15.56,Delivered
ORD1122,CUST314,2023-11-24 16:35:00,Fish,Meat,1,306.86,Hyderabad,83.0,Delivered
ORD1123,CUST310,2023-10-17 00:01:00,Bananas,Fruits,4,417.02,Pune,64.84,Delivered
ORD1124,CUST484,2023-04-22 03:30:00,Shampoo,Personal Care,1,381.72,Mumbai,,Returned
ORD1125,CUST476,2023-07-22 19:07:00,Apples,Fruits,1,432.34,Mumbai,53.3,Delivered
ORD1126,CUST336,2023-11-06 16:18:00,Bread,Bakery,4,33.66,Hyderabad,14.98,Delivered
ORD1127,CUST256,2023-05-26 16:26:00,Eggs,Dairy,2,160.73,Delhi,50.34,Delivered
ORD1128,CUST209,2023-04-09 17:01:00,Milk,Dairy,1,191.52,Chennai,,Cancelled
ORD1129,CUST429,2023-02-19 04:09:00,Shampoo,Personal Care,2,70.92,Hyderabad,47.67,Delivered
ORD1130,CUST461,2023-01-11 04:39:00,Wheat Flour,Grains,1,43.12,Bangalore,28.34,Delivered
ORD1131,CUST229,2023-09-12 21:06:00,Tomatoes,Vegetables,3,23.44,Delhi,72.04,Delivered
ORD1132,CUST110,2023-12-10 23:10:00,Fish,Meat,5,145.8,Delhi,53.93,Delivered
ORD1133,CUST272,2023-05-19 10:16:00,Eggs,Dairy,1,52.2,Hyderabad,29.6,Delivered
ORD1134,CUST348,2023-09-19 18:33:00,Milk,Dairy,2,97.39,Mumbai,75.61,Delivered
ORD1135,CUST302,2023-06-23 03:47:00,Apples,Fruits,4,91.18,Mumbai,75.64,Delivered
ORD1136,CUST207,2023-12-02 01:09:00,Apples,Fruits,5,234.11,Chennai,71.76,Delivered
ORD1137,CUST113,2023-05-15 07:02:00,Milk,Dairy,3,357.44,Bangalore,34.84,Delivered
ORD1138,CUST297,2023-06-20 04:45:00,Apples,Fruits,5,174.35,Bangalore,46.11,Delivered
ORD1139,CUST498,2023-02-26 10:46:00,Potatoes,Vegetables,5,221.3,Kolkata,74.18,Delivered
ORD1140,CUST340,2023-06-21 20:46:00,Onions,Vegetables,2,119.17,Chennai,78.7,Delivered
ORD1141,CUST417,2023-02-20 23:50:00,Chicken,Meat,2,454.77,Mumbai,80.28,Delivered
ORD1142,CUST388,2023-05-23 00:59:00,Wheat Flour,Grains,4,68.13,Hyderabad,18.25,Delivered
ORD1143,CUST338,2023-08-09 03:05:00,Butter,Dairy,2,107.06,Kolkata,56.28,Delivered
ORD1144,CUST146,2023-04-14 04:31:00,Onions,Vegetables,5,309.8,Chennai,33.38,Delivered
ORD1145,CUST138,2023-08-23 22:27:00,Tomatoes,Vegetables,4,276.07,Mumbai,79.47,Delivered
ORD1146,CUST397,2023-03-09 08:58:00,Eggs,Dairy,2,453.64,Bangalore,71.99,Delivered
ORD1147,CUST257,2023-11-13 00:44:00,Potatoes,Vegetables,2,322.43,Pune,38.92,Delivered
ORD1148,CUST404,2023-04-15 05:37:00,Rice,Grains,4,124.82,Pune,77.43,Delivered
ORD1149,CUST444,2023-04-29 05:51:00,Chicken,Meat,2,53.78,Bangalore,62.05,Delivered
ORD1150,CUST437,2023-08-02 10:07:00,Onions,Vegetables,1,291.35,Bangalore,59.27,Delivered
ORD1151,CUST170,2023-04-06 03:06:00,Apples,Fruits,3,100.4,Pune,82.03,Delivered
ORD1152,CUST130,2023-04-01 07:44:00,Tomatoes,Vegetables,1,223.71,Chennai,12.97,Delivered
ORD1153,CUST409,2023-05-21 03:50:00,Butter,Dairy,5,248.88,Mumbai,18.75,Delivered
ORD1154,CUST275,2023-07-21 07:05:00,Apples,Fruits,5,99.42,Chennai,10.92,Delivered
ORD1155,CUST340,2023-02-23 19:21:00,Eggs,Dairy,1,291.77,Pune,50.28,Delivered
ORD1156,CUST113,2023-05-31 03:11:00,Potatoes,Vegetables,1,402.93,Bangalore,69.89,Delivered
ORD1157,CUST401,2023-03-22 18:55:00,Butter,Dairy,1,415.19,Kolkata,22.48,Delivered
ORD1158,CUST208,2023-04-05 04:56:00,Tomatoes,Vegetables,2,423.31,Chennai,24.12,Delivered
ORD1159,CUST432,2023-06-10 07:20:00,Butter,Dairy,1,151.53,Hyderabad,38.24,Delivered
ORD1160,CUST402,2023-03-06 11:45:00,Apples,Fruits,5,418.29,Pune,,Returned
ORD1161,CUST199,2023-09-28 19:08:00,Wheat Flour,Grains,5,411.76,Chennai,85.19,Delivered
ORD1162,CUST391,2023-02-06 16:31:00,Butter,Dairy,4,146.37,Bangalore,11.74,Delivered
ORD1163,CUST141,2023-01-14 15:59:00,Potatoes,Vegetables,4,160.67,Hyderabad,86.79,Delivered
ORD1164,CUST239,2023-05-31 00:39:00,Butter,Dairy,5,71.1,Chennai,,Cancelled
ORD1165,CUST377,2023-07-23 10:25:00,Wheat Flour,Grains,3,162.76,Mumbai,67.61,Delivered
ORD1166,CUST186,2023-06-26 21:25:00,Milk,Dairy,4,55.96,Hyderabad,75.42,Delivered
ORD1167,CUST227,2023-06-26 11:48:00,Fish,Meat,3,440.31,Chennai,,Returned
ORD1168,CUST282,2023-09-16 18:31:00,Eggs,Dairy,1,138.95,Mumbai,28.55,Delivered
ORD1169,CUST445,2023-01-12 05:01:00,Butter,Dairy,1,189.07,Chennai,52.51,Delivered
ORD1170,CUST325,2023-06-19 10:41:00,Fish,Meat,4,285.64,Chennai,30.43,Delivered
ORD1171,CUST339,2023-05-13 03:48:00,Toothpaste,Personal Care,5,361.71,Pune,36.36,Delivered
ORD1172,CUST367,2023-03-26 05:15:00,Bananas,Fruits,2,277.41,Hyderabad,30.35,Delivered
ORD1173,CUST349,2023-11-10 10:43:00,Chicken,Meat,5,359.73,Pune,19.08,Delivered
ORD1174,CUST494,2023-12-21 07:20:00,Wheat Flour,Grains,2,293.27,Hyderabad,,Returned
ORD1175,CUST413,2023-01-13 15:00:00,Toothpaste,Personal Care,2,140.76,Pune,42.28,Delivered
ORD1176,CUST104,2023-02-12 20:39:00,Onions,Vegetables,5,299.77,Mumbai,,Returned
ORD1177,CUST206,2023-07-01 20:54:00,Milk,Dairy,1,40.33,Pune,37.43,Delivered
ORD1178,CUST319,2023-04-17 21:00:00,Onions,Vegetables,3,139.2,Kolkata,32.14,Delivered
ORD1179,CUST345,2023-12-11 09:26:00,Apples,Fruits,3,139.73,Mumbai,,Cancelled
ORD1180,CUST109,2023-02-14 12:41:00,Shampoo,Personal Care,4,184.55,Hyderabad,39.29,Delivered
ORD1181,CUST112,2023-01-30 11:35:00,Milk,Dairy,3,298.71,Chennai,24.33,Delivered
ORD1182,CUST350,2023-05-27 02:05:00,Apples,Fruits,5,493.72,Hyderabad,89.13,Delivered
ORD1183,CUST369,2023-09-01 08:38:00,Bananas,Fruits,1,296.02,Pune,38.25,Delivered
ORD1184,CUST340,2023-02-06 07:39:00,Milk,Dairy,4,174.06,Chennai,45.66,Delivered
ORD1185,CUST450,2023-03-14 13:09:00,Bananas,Fruits,3,35.68,Chennai,52.23,Delivered
ORD1186,CUST165,2023-01-20 18:02:00,Wheat Flour,Grains,2,239.62,Chennai,,Returned
ORD1187,CUST448,2023-11-13 17:27:00,Tomatoes,Vegetables,4,441.7,Delhi,68.5,Delivered
ORD1188,CUST394,2023-12-13 12:13:00,Rice,Grains,2,223.85,Chennai,,Cancelled
ORD1189,CUST296,2023-03-25 08:45:00,Bread,Bakery,2,483.44,Hyderabad,81.34,Delivered
ORD1190,CUST447,2023-01-18 19:47:00,Potatoes,Vegetables,1,493.36,Kolkata,61.24,Delivered
ORD1191,CUST291,2023-05-09 14:24:00,Butter,Dairy,1,336.17,Chennai,71.29,Delivered
ORD1192,CUST500,2023-09-22 16:51:00,Potatoes,Vegetables,2,263.74,Mumbai,13.58,Delivered
ORD1193,CUST377,2023-01-09 05:57:00,Butter,Dairy,4,190.79,Hyderabad,35.74,Delivered
ORD1194,CUST296,2023-11-28 15:51:00,Eggs,Dairy,3,446.16,Hyderabad,66.22,Delivered
ORD1195,CUST204,2023-07-10 05:09:00,Wheat Flour,Grains,5,180.39,Hyderabad,46.45,Delivered
ORD1196,CUST214,2023-12-29 16:09:00,Wheat Flour,Grains,3,137.51,Chennai,33.94,Delivered
ORD1197,CUST499,2023-07-14 00:12:00,Rice,Grains,3,332.4,Mumbai,51.44,Delivered
